PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Voter_Information_Pamphlet
G,Wage Freeze,November,2,1993,11/02/1993 12:00:00 AM,Shall employees whose salaries are set by salary survey and who are represented by employee organizations that did not agree to wage freeze in 1991-92 be allowed to negotiate for dental coverage and two additional days off in 1993-94 and 1994-95 in return for acceptance of the 1993-94 wage freeze?,F,62311,73663,0.46,0.54,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
H,Radio Communication System Lease Financing,November,2,1993,11/02/1993 12:00:00 AM,"Shall the City enter into a lease financing arrangement with the City and County of San Francisco Corporation, or a similar non-profit corporation, the obligations or evidence of indebtedness with respect to which shall not exceed the aggregate principal amount of fifty million dollars ($50,000,000) for the purpose of acquiring radio communications systems and related equipment for various departments, including, but not limited to, the Police, Fire, Sheriff, Parking & Traffic, and Public Health departments?",P,77383,56533,0.58,0.42,50%+1,Lease Financing,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
I,Health Department Lease Financing,November,2,1993,11/02/1993 12:00:00 AM,"Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment and improvements to buildings, to be used by or for the Department of Health, if the Controller certifies that certain conditions are met?",F,60789,76241,0.44,0.56,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
J,Cash Management,November,2,1993,11/02/1993 12:00:00 AM,"Shall the Controller be allowed to approve the transfer of surplus funds from one City department to another department to pay for expenses, if the money transferred is repaid with interest within 12 months on conditions set by the Treasurer and Controller?",P,72068,64614,0.53,0.47,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
K,Ethics Commission,November,2,1993,11/02/1993 12:00:00 AM,"Shall an Ethics Commission be created, with the power to (1) administer the City's campaign contribution, conflict of interest, lobbying and whistleblowing laws, (2) investigate alleged violations of these laws and impose penalties under certain circumstances, and (3) submit directly to the voters ordinances relating to governmental ethics?",P,71623,65979,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
L,Human Resources Department,November,2,1993,11/02/1993 12:00:00 AM,"Shall the Charter be amended to create a Human Resources Department, and transfer to this department functions of the Civil Service Commission, the Health Services Board, the Employee Relations Office and personnel functions of the Department of Public Health, and shall the Board of Supervisors be authorized to transfer to this new department workers' compensation functions now performed by the Retirement Board?",P,79911,54277,0.6,0.4,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
M,Transportation Commission,November,2,1993,11/02/1993 12:00:00 AM,"Shall the management of the Municipal Railway be transferred from the Public Utilities Commission to a new Public Transportation Commission, to be funded in part by revenues from parking meters, parking tickets, parking garages and the parking tax, and shall certain excess PUC revenues be allowed to be transferred to the City's general fund if certain conditions are met?",P,72090,65925,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
N,Charter Review,November,2,1993,11/02/1993 12:00:00 AM,"Shall the Mayor, a member of the Board of Supervisors, and the Chief Administrative Officer be directed to review the Charter and propose changes that the Board of Supervisors could submit to the voters to make City government more cost effective and responsive?",P,73953,62781,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
O,Meetings of Supervisor Committees,November,2,1993,11/02/1993 12:00:00 AM,"Shall committees of the Board of Supervisors be allowed, upon giving 30 days notice, to hold special meetings in San Francisco at locations other than City Hall?",P,89642,46359,0.66,0.34,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
P,Board of Supervisors Meetings,November,2,1993,11/02/1993 12:00:00 AM,"Shall the Board of Supervisors be allowed, upon giving 30 days notice, to hold special meetings in San Francisco at locations other than City Hall?",P,82388,50799,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
Q,Purchasing Procedures,November,2,1993,11/02/1993 12:00:00 AM,"Shall rules for purchasing equipment and supplies be changed to allow departments, with purchaser approval, to make purchases below $5,000, to require written contracts above $2,500 and sealed bids above $50,000, and allow the Board of Supervisors after 1997 to modify the $5,000 and $2,500 limits?",P,81339,49514,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
R,Retirement Board,November,2,1993,11/02/1993 12:00:00 AM,Shall retired employees be allowed to vote and be candidates in Retirement Board elections provided that not more than one retired employee at a time may serve on the Board?,P,106322,27912,0.79,0.21,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
S,Fine Arts Museums,November,2,1993,11/02/1993 12:00:00 AM,Shall the Board of Trustees of the Fine Arts Museums be allowed greater independence in the management and operation of the museums?,P,99383,36966,0.73,0.27,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
T,Deputy Fire Chiefs,November,2,1993,11/02/1993 12:00:00 AM,Shall the Chief of the Fire Department be allowed to appoint two Deputy Chiefs chosen from the rank of Assistant Chief or Battalion Chief?,P,95403,39305,0.71,0.29,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
U,City Election Procedures,November,2,1993,11/02/1993 12:00:00 AM,"Shall candidates for City office be required to be San Francisco residents at the time they take out nomination papers, and shall certain other election procedures be changed, including providing the Registrar of Voters and other officials more time to prepare election materials?",P,122153,14000,0.9,0.1,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
V,General Assistance,November,2,1993,11/02/1993 12:00:00 AM,"Shall certain changes be made to San Francisco's General Assistance (""GA"") laws to (1) add a durational residency requirement for GA applicants, (2) increase penalties for persons who violate GA rules or obtain GA benefits through fraud, (3) strengthen the City's ability to recover overpayments of GA, and (4) enable the City to obtain fingerprints for GA applicants and recipients to prevent duplicate GA payments?",P,85738,54113,0.61,0.39,50%+1,Ordinance,Mayor,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
W,Limits on Officeholder Accounts,November,2,1993,11/02/1993 12:00:00 AM,"Shall contributions to ""officeholder accounts"", which elected City officials form to accept contributions for purposes other than seeking election to City office, be limited to $250 a year, and shall elected officials be prohibited from accepting contributions to officeholder accounts for the six month period before they are up for re-election?",F,64575,68067,0.49,0.51,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
X,Elimination of Officeholder Accounts,November,2,1993,11/02/1993 12:00:00 AM,"Shall ""officeholder accounts"", which elected City officials form to accept contributions for purposes other than seeking election to City office, be abolished, and shall all future contributions received by such officials be deposited in their campaign account and be subject to the City's $500 campaign contribution limit?",P,89245,42202,0.68,0.32,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
Y,Taxi Permits,November,2,1993,11/02/1993 12:00:00 AM,"Shall City law regulating taxicabs be amended to: (1) increase the total number of taxicab permits from 811 to 1,200 by 1998, (2) create three types of permits, (3) change procedures for issuing permits after 1999, and (4) allow persons driving pursuant to agreement with permit holder to choose whether to work as employees or independent contractors?",F,63702,75687,0.46,0.54,50%+1,Ordinance,Mayor,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
Z,Garbage and Recyclables,November,2,1993,11/02/1993 12:00:00 AM,"Shall the ordinance regulating refuse collection be repealed, and replaced by an ordinance that would (1) create a new commission to award contracts for collection of garbage and residential recyclables through competitive bidding, and (2) allow all businesses to contract with licensed recyclers for collection of recyclables?",F,33682,108860,0.24,0.76,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1993short.pdf
A,"School Bonds $95,000,000",June,7,1994,06/07/1994 12:00:00 AM,"To incur a bonded indebtedness of $95,000,000 for the acquisition, construction and/or reconstruction of San Francisco Unified School District facilities, including facility upgrades, construction of new improvements, improvements to comply with the American Disabilities Act, removal and abatement of certain hazardous materials and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",P,82336,38023,0.68,0.32,55%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June7_1994short.pdf
B,911 Dispatch Center Financing,June,7,1994,06/07/1994 12:00:00 AM,"Shall the City enter into lease financing arrangements with the City and County of San Francisco Lease Finance Corporation, or a similar nonprofit corporation, the obligations or evidence of indebtedness with respect to which shall not exceed the aggregate principal amount of Sixty Million dollars ($60,000,000), for the purpose of constructing a combined dispatch center and acquiring related equipment, including a computer-aided dispatch system, for police, fire and emergency medical services?",P,74325,38713,0.66,0.34,50%+1,Lease Financing,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June7_1994short.pdf
C,Lease Finance Limit Increase,June,7,1994,06/07/1994 12:00:00 AM,"Shall the City's aggregate principal debt limit for the lease financing of equipment without voter approval be increased from $20,000,000 to $40,000,000, with the limit thereafter increased by five percent each year?",F,37243,71581,0.34,0.66,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June7_1994short.pdf
D,Police Staffing,June,7,1994,06/07/1994 12:00:00 AM,"Shall the City be required to employ a minimum of 1,971 full duty police officers, with an emphasis on assigning officers to neighborhood policing and patrol?",P,62414,55232,0.53,0.47,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June7_1994short.pdf
E,"Library Fund, Property Tax Revenues",June,7,1994,06/07/1994 12:00:00 AM,"Shall the City be required to maintain funding for the Library Department at a level no lower than that for 1992-93 fiscal year, and to establish a Library Preservation Fund, to be used only for additional library services, by placing a certain amount of property tax revenues in that fund annually, and shall the City be required to keep open a main and 26 branch libraries for a specified minimum number of hours each week?",P,82860,35800,0.7,0.3,50%+1,Charter Amendment,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/June7_1994short.pdf
